ProteinA	ProteinB	Detection Method	Interaction Type	Confidence
uniprotkb:Q9FGX2	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9SI15	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9SI15	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:O22763	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9M1G6	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:O65683	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:O22763	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:O65683	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:B9DGI8	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:B9DGI8	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9FUD3	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:C0Z2L5	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:C0Z2L5	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LZP8	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LZP8	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9M1G6	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:B9DGI8	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:O65683	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q9FGX2	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q9FGX2	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:C0Z2L5	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9FGX2	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:B9DGI8	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9M1G6	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9SI15	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9M1G6	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:O65683	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:C0Z2L5	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:B9DGI8	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LZP8	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LW45	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q9LMY8	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LQ65	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:O65683	uniprotkb:Q9LMY8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:C0Z2L5	uniprotkb:Q9LW45	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q9LMY8	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q9LW45	uniprotkb:Q9LW45	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LMY8	uniprotkb:Q9LW45	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LW45	uniprotkb:Q9LMY8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	high|author score
uniprotkb:Q9LMY8	uniprotkb:Q9LMY8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q8RU59	uniprotkb:Q9LMY8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""Weak interaction '(+)'.""|intact-miscore"
uniprotkb:Q9FUD3	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 4 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:O22763	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 28 GUS/NAN units standard deviation = 9.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 19 GUS/NAN units standard deviation = 7.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 18 GUS/NAN units standard deviation = 7.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 10 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:O22763	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 71 GUS/NAN units standard deviation = 14.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 10 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 11 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 4 GUS/NAN units standard deviation = 0.|intact-miscore
uniprotkb:O22763	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 2 GUS/NAN units standard deviation = 0.|intact-miscore
uniprotkb:O22763	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 4 GUS/NAN units standard deviation = 0.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""GUS activity = 7 (GUS/NAN units) standard deviation = 2.""|intact-miscore"
uniprotkb:O22763	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 8 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9M1G6	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 12 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9M1G6	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity =11 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9M1G6	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 11 GUS/NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 2 GUS/NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 6 GUS/NAN units standard deviation = 2.|intact-miscore
uniprotkb:O65683	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 7 GUS/NAN units standard deviation = 3.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 5 GUS/NAN units standard deviation = 2.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 5 GUS/NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	"""GUS activity = 10 (GUS NAN units) standard deviation = 7.""|intact-miscore"
uniprotkb:O22763	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 9 GUS NAN units standard deviation = 7.|intact-miscore
uniprotkb:O22763	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 7 GUS NAN units standard deviation = 5.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 6 GUS NAN units standard deviation = 4.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 15 GUS NAN units standard deviation = 7.|intact-miscore
uniprotkb:Q9M1G6	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 30 GUS NAN units standard deviation = 4.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 50 GUS NAN units standrard deviation = 7.|intact-miscore
uniprotkb:O65683	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 35 GUS NAN units standard deviation = 10.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 25 GUS NAN units standard deviation = 6.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 28 GUS NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 8 GUS NAN units standard deviation = 2.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 11 GUS NAN units standard deviation = 3.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 18 GUS NAN units standard deviation = 6.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 13 GUS NAN units standard deviation = 8.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 10 GUS NAN units standard deviation = 2.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS ativity = 33 GUS NAN units standard deviation = 3.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 271 GUS NAN units standard deviation = 18.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 74 GUS NAN units standard deviation = 19.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 13 GUS NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 2 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 4 GUS NAN units standard deviation = 3.|intact-miscore
uniprotkb:O65683	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 17 GUS NAN units standard deviation = 8.|intact-miscore
uniprotkb:Q9FGX2	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 9 GUS NAN units standard deviation = 4.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 7 GUS NAN units standard deviation = 6.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 55 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 63 GUS NAN units standard deviation = 6.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 207 GUS NAN units standard deviation = 14 .|intact-miscore
uniprotkb:B9DGI8	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS ativity = 50 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 13 GUS NAN units standard devaition = 3.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 16 GUS NAN units standard devaition = 0.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 41 GUS NAN units standard deviation = 13.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 10 GUS NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity =  56 GUS NAN units standard deviation = 13.|intact-miscore
uniprotkb:O65683	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 134 GUS NAN units standard deviation = 16.|intact-miscore
uniprotkb:O65683	uniprotkb:O22763	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 345 GUS NAN units standard deviation = 4.|intact-miscore
uniprotkb:O65683	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 500 GUS NAN units standard deviation = 8.|intact-miscore
uniprotkb:O65683	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 172 GUS NAN units standard deviation = 20.|intact-miscore
uniprotkb:O65683	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 21 GUS NAN units standard deviation = 4.|intact-miscore
uniprotkb:Q9SI15	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 68 GUS NAN units standard deviation = 17.|intact-miscore
uniprotkb:O65683	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 30 GUS NAN units standard deviation = 3.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 12 GUS NAN units standard deviation = 2.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 36 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9FUD3	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 16 GUS/NAN units standard deviation = 4.|intact-miscore
uniprotkb:O22763	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 49 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9M1G6	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 189 GUS NAN units standard deviation = 8.|intact-miscore
uniprotkb:B9DGI8	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 15 GUS NAN units standard deviation = 2.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 3 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 3 GUS NAN units standard deviation = 1.|intact-miscore
uniprotkb:O65683	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 3 GUS NAN units standard deviation = 1.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:C0Z2L5	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 2 GUS NAN units standard deviation = 2.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 4 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9FGX2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 8 GUS NAN units standard deviation = 1.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9SI15	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 17 GUS NAN units standard deviation = 5.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:O65683	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 29 GUS NAN units standard deviation = 5.|intact-miscore
uniprotkb:C0Z2L5	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 13 GUS NAN units standard deviation = 3.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 6 GUS NAN units standard deviation = 0.|intact-miscore
uniprotkb:Q9FUD3	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 102 GUS NAN units standard deviation = 4.|intact-miscore
uniprotkb:O22763	uniprotkb:Q9LZP8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 176 GUS NAN units standard deviation = 35.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:Q9M1G6	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 150 GUS NAN units standard deviation = 34.|intact-miscore
uniprotkb:Q9LZP8	uniprotkb:B9DGI8	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	GUS activity = 33 GUS NAN units standard deviation = 12.|intact-miscore
uniprotkb:Q4QQV2	uniprotkb:P97573	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:Q4QQV2	uniprotkb:P50904	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:Q4QQV2	uniprotkb:O70143	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:P97573	uniprotkb:O70469	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:P50904	uniprotkb:O70469	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:O70143	uniprotkb:O70469	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:Q925B3	uniprotkb:Q62812	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:P37107	uniprotkb:O22265	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	0.97
uniprotkb:O22265	uniprotkb:P37107	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	0.97
uniprotkb:P37107	uniprotkb:O22265	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	0.97
uniprotkb:P37107	uniprotkb:O22265	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	0.97
uniprotkb:P48347	uniprotkb:Q41009	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0407""(direct interaction)"	0.44
uniprotkb:Q8GRU8	uniprotkb:P23321	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0407""(direct interaction)"	0.44
uniprotkb:P23321	uniprotkb:Q9LHA8	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0407""(direct interaction)"	0.44
uniprotkb:Q920M9	uniprotkb:Q71F54	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:Q920M9	uniprotkb:Q71F54	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:P63029	uniprotkb:Q8VDN2	"psi-mi:""MI:0018""(two hybrid)"	"psi-mi:""MI:0915""(physical association)"	0.37
uniprotkb:P63029	uniprotkb:P05023	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:P63029	uniprotkb:Q9UNH7	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
uniprotkb:Q63690	uniprotkb:P10415	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	0.40
